annotator_id,image_A,image_B,similarity,timestamp
annotator_0,Anna Chipovskaya_000,Diệp Toàn Chân_001,1.00,2026-06-22T00:00:00Z
annotator_1,Blake Lively_003,Lynne Frederick_000,1.00,2026-06-22T00:00:00Z
annotator_1,Dương Mịch_000,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_1,Aoi Yu_002,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_1,Asuka Saito_001,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_1,Lily Collins_000,Nakama Yukie_004,1.00,2026-06-22T00:00:00Z
annotator_1,Dương Mịch_000,Lee Ju Eun_004,1.00,2026-06-22T00:00:00Z
annotator_1,Grace Kelly_000,Natsukawa Yui_003,1.00,2026-06-22T00:00:00Z
annotator_1,Diệp Toàn Chân_001,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_1,Diana Frances Spencer_003,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_1,Trần Đức Dung_004,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_1,Kim Tae Hee_001,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_1,Nakama Yukie_004,Natsukawa Yui_003,1.00,2026-06-22T00:00:00Z
annotator_1,Lưu Diệp Phi_002,Natsukawa Yui_003,1.00,2026-06-22T00:00:00Z
annotator_1,Phương Lôi_001,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_1,Blake Lively_003,Ishihara Satomi_001,1.00,2026-06-22T00:00:00Z
annotator_1,Anya Taylor Joy_002,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_1,Hashimoto Kana_000,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_1,Hashimoto Kana_000,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_1,Grace Kelly_000,Hashimoto Kana_000,1.00,2026-06-22T00:00:00Z
annotator_1,Alexandra Daddario_004,Blake Lively_003,1.00,2026-06-22T00:00:00Z
annotator_1,Jang Won-young_004,Trương Mẫn_001,1.00,2026-06-22T00:00:00Z
annotator_1,Anya Taylor Joy_002,Lưu Diệp Phi_002,1.00,2026-06-22T00:00:00Z
annotator_1,Grace Kelly_000,Ishihara Satomi_001,1.00,2026-06-22T00:00:00Z
annotator_1,Diana Frances Spencer_003,Lynne Frederick_000,1.00,2026-06-22T00:00:00Z
annotator_1,Hashimoto Kana_000,Thu Hà_001,1.00,2026-06-22T00:00:00Z
annotator_1,Hashimoto Kana_000,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_1,Tưởng Hân_001,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_1,Lưu Diệp Phi_002,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_1,Kim Tae Hee_001,Lưu Hạo Tồn_004,1.00,2026-06-22T00:00:00Z
annotator_1,Riho Takada_001,Trương Mẫn_001,1.00,2026-06-22T00:00:00Z
annotator_1,Kim Tae Hee_001,Lily Collins_000,1.00,2026-06-22T00:00:00Z
annotator_1,Deva Cassel_001,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_1,Dương Mịch_000,Natsukawa Yui_003,1.00,2026-06-22T00:00:00Z
annotator_1,Alexandra Daddario_004,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_1,Grace Kelly_000,Nakama Yukie_004,1.00,2026-06-22T00:00:00Z
annotator_1,Hashimoto Kana_000,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_1,Riho Takada_001,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_1,Châu Huệ Mẫn_000,Kim Tae Hee_001,1.00,2026-06-22T00:00:00Z
annotator_1,Alexandra Daddario_004,Winona Ryder_002,1.00,2026-06-22T00:00:00Z
annotator_1,Dương Mịch_000,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_1,Diệp Toàn Chân_001,Lee Ju Eun_004,1.00,2026-06-22T00:00:00Z
annotator_1,Lưu Hạo Tồn_004,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_1,Anna Chipovskaya_000,Lynne Frederick_000,1.00,2026-06-22T00:00:00Z
annotator_1,Deva Cassel_001,Kim Claudia_001,1.00,2026-06-22T00:00:00Z
annotator_1,Anna Chipovskaya_000,Lee Ju Eun_004,1.00,2026-06-22T00:00:00Z
annotator_1,Phạm Băng Băng_000,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_1,Gisele Bunchen_003,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_1,Anya Taylor Joy_002,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_1,Kim Claudia_001,Lưu Diệp Phi_002,1.00,2026-06-22T00:00:00Z
annotator_1,Natsukawa Yui_003,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_1,Grace Kelly_000,Phương Lôi_001,1.00,2026-06-22T00:00:00Z
annotator_1,Lưu Diệp Phi_002,Winona Ryder_002,1.00,2026-06-22T00:00:00Z
annotator_1,Blake Lively_003,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_1,Blake Lively_003,Lee Ye bin_000,1.00,2026-06-22T00:00:00Z
annotator_1,Aoi Yu_002,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_1,Diana Frances Spencer_003,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_1,Chu Lâm_000,Natsukawa Yui_003,1.00,2026-06-22T00:00:00Z
annotator_1,Kim Tae Hee_001,Phương Lôi_001,1.00,2026-06-22T00:00:00Z
annotator_1,Aoi Yu_002,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_1,Deva Cassel_001,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_1,Lưu Hạo Tồn_004,Nakama Yukie_004,1.00,2026-06-22T00:00:00Z
annotator_1,Lý Thấm_002,Natsukawa Yui_003,1.00,2026-06-22T00:00:00Z
annotator_1,Chu Lâm_000,Hashimoto Kana_000,1.00,2026-06-22T00:00:00Z
annotator_1,Diệp Toàn Chân_001,Lynne Frederick_000,1.00,2026-06-22T00:00:00Z
annotator_1,Tưởng Hân_001,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_1,Dương Mịch_000,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_1,Alexandra Daddario_004,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_1,Anna Chipovskaya_000,Deva Cassel_001,1.00,2026-06-22T00:00:00Z
annotator_1,Diệp Toàn Chân_001,Grace Kelly_000,1.00,2026-06-22T00:00:00Z
annotator_1,Hashimoto Kana_000,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_1,Deva Cassel_001,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_1,Chu Lâm_000,Kudo Mio_004,1.00,2026-06-22T00:00:00Z
annotator_1,Thầm Nguyệt_003,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_1,Diana Frances Spencer_003,Lưu Hạo Tồn_004,1.00,2026-06-22T00:00:00Z
annotator_1,Phạm Băng Băng_000,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_1,Kim Claudia_001,Quan Hiểu Đồng_003,1.00,2026-06-22T00:00:00Z
annotator_1,Vương Tổ Hiền_000,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_1,Jang Won-young_004,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_1,Asuka Saito_001,Hashimoto Kana_000,1.00,2026-06-22T00:00:00Z
annotator_1,Kudo Mio_004,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_2,Yui Asakura_003,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_2,Diệp Toàn Chân_001,Kim Claudia_001,1.00,2026-06-22T00:00:00Z
annotator_2,Diệp Toàn Chân_001,Nakama Yukie_004,1.00,2026-06-22T00:00:00Z
annotator_2,Diệp Toàn Chân_001,Trương Mẫn_001,1.00,2026-06-22T00:00:00Z
annotator_2,Anya Taylor Joy_002,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_2,Kudo Mio_004,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_2,Lily Collins_000,Trương Mẫn_001,1.00,2026-06-22T00:00:00Z
annotator_2,Asuka Saito_001,Châu Huệ Mẫn_000,1.00,2026-06-22T00:00:00Z
annotator_2,Alexandra Daddario_004,Thu Hà_001,1.00,2026-06-22T00:00:00Z
annotator_2,Gisele Bunchen_003,Lily Collins_000,1.00,2026-06-22T00:00:00Z
annotator_2,Asuka Saito_001,Trần Đức Dung_004,1.00,2026-06-22T00:00:00Z
annotator_2,Alexandra Daddario_004,Kim Tae Hee_001,1.00,2026-06-22T00:00:00Z
annotator_2,Kim Tae Hee_001,Lee Ye bin_000,1.00,2026-06-22T00:00:00Z
annotator_2,Diệp Toàn Chân_001,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_2,Jang Won-young_004,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_2,Hirose Suzu_004,Quan Hiểu Đồng_003,1.00,2026-06-22T00:00:00Z
annotator_2,Deva Cassel_001,Lưu Hạo Tồn_004,1.00,2026-06-22T00:00:00Z
annotator_2,Hirose Suzu_004,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_2,Jang Won-young_004,Lee Ju Eun_004,1.00,2026-06-22T00:00:00Z
annotator_2,Anna Chipovskaya_000,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_2,Kudo Mio_004,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_2,Phương Lôi_001,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_2,Châu Huệ Mẫn_000,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_2,Lee Ye bin_000,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_2,Lily Collins_000,Phạm Băng Băng_000,1.00,2026-06-22T00:00:00Z
annotator_2,Hashimoto Kana_000,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_2,Kudo Mio_004,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_2,Alexandra Daddario_004,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_2,Aoi Yu_002,Ishihara Satomi_001,1.00,2026-06-22T00:00:00Z
annotator_2,Phạm Băng Băng_000,Trương Mẫn_001,1.00,2026-06-22T00:00:00Z
annotator_2,Anna Chipovskaya_000,Lee Ye bin_000,1.00,2026-06-22T00:00:00Z
annotator_2,Aoi Yu_002,Deva Cassel_001,1.00,2026-06-22T00:00:00Z
annotator_2,Châu Huệ Mẫn_000,Jang Won-young_004,1.00,2026-06-22T00:00:00Z
annotator_2,Grace Kelly_000,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_2,Jang Won-young_004,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_2,Anya Taylor Joy_002,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_2,Lee Ju Eun_004,Quan Hiểu Đồng_003,1.00,2026-06-22T00:00:00Z
annotator_2,Thu Hà_001,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_2,Asuka Saito_001,Lee Ju Eun_004,1.00,2026-06-22T00:00:00Z
annotator_2,Diana Frances Spencer_003,Lưu Diệp Phi_002,1.00,2026-06-22T00:00:00Z
annotator_2,Anya Taylor Joy_002,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_2,Hashimoto Kana_000,Thu Hà_001,1.00,2026-06-22T00:00:00Z
annotator_2,Deva Cassel_001,Lynne Frederick_000,1.00,2026-06-22T00:00:00Z
annotator_2,Lee Ye bin_000,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_2,Aoi Yu_002,Diana Frances Spencer_003,1.00,2026-06-22T00:00:00Z
annotator_2,Chu Lâm_000,Nakama Yukie_004,1.00,2026-06-22T00:00:00Z
annotator_2,Lynne Frederick_000,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_2,Kim Tae Hee_001,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_2,Grace Kelly_000,Lưu Hạo Tồn_004,1.00,2026-06-22T00:00:00Z
annotator_2,Ishihara Satomi_001,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_2,Dương Mịch_000,Natsukawa Yui_003,1.00,2026-06-22T00:00:00Z
annotator_2,Dương Mịch_000,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_2,Lee Ju Eun_004,Lee Ye bin_000,1.00,2026-06-22T00:00:00Z
annotator_2,Lý Thấm_002,Trương Mẫn_001,1.00,2026-06-22T00:00:00Z
annotator_2,Châu Huệ Mẫn_000,Diana Frances Spencer_003,1.00,2026-06-22T00:00:00Z
annotator_2,Dương Mịch_000,Hirose Suzu_004,1.00,2026-06-22T00:00:00Z
annotator_2,Diệp Toàn Chân_001,Ishihara Satomi_001,1.00,2026-06-22T00:00:00Z
annotator_2,Anya Taylor Joy_002,Lily Collins_000,1.00,2026-06-22T00:00:00Z
annotator_2,Anya Taylor Joy_002,Hashimoto Kana_000,1.00,2026-06-22T00:00:00Z
annotator_2,Anna Chipovskaya_000,Dương Mịch_000,1.00,2026-06-22T00:00:00Z
annotator_2,Chu Lâm_000,Thu Hà_001,1.00,2026-06-22T00:00:00Z
annotator_2,Lee Ye bin_000,Thu Hà_001,1.00,2026-06-22T00:00:00Z
annotator_2,Tưởng Cần Cần_002,Vương Tổ Hiền_000,1.00,2026-06-22T00:00:00Z
annotator_2,Hashimoto Kana_000,Kim Ji Won_004,1.00,2026-06-22T00:00:00Z
annotator_2,Aoi Yu_002,Aragaki Yuko_001,1.00,2026-06-22T00:00:00Z
annotator_2,Natsukawa Yui_003,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_2,Anna Chipovskaya_000,Châu Huệ Mẫn_000,1.00,2026-06-22T00:00:00Z
annotator_2,Lee Ju Eun_004,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_2,Asuka Saito_001,Kim Ji Won_004,1.00,2026-06-22T00:00:00Z
annotator_2,Tưởng Hân_001,Winona Ryder_002,1.00,2026-06-22T00:00:00Z
annotator_2,Alexandra Daddario_004,Anya Taylor Joy_002,1.00,2026-06-22T00:00:00Z
annotator_2,Aragaki Yuko_001,Kim Tae Hee_001,1.00,2026-06-22T00:00:00Z
annotator_2,Chu Lâm_000,Hashimoto Kana_000,1.00,2026-06-22T00:00:00Z
annotator_2,Deva Cassel_001,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_2,Nakama Yukie_004,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_2,Blake Lively_003,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_2,Kim Claudia_001,Winona Ryder_002,1.00,2026-06-22T00:00:00Z
annotator_2,Anya Taylor Joy_002,Lynne Frederick_000,1.00,2026-06-22T00:00:00Z
annotator_2,Phạm Băng Băng_000,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_2,Natsukawa Yui_003,Phương Lôi_001,1.00,2026-06-22T00:00:00Z
annotator_3,Alexandra Daddario_004,Lee Ju Eun_004,1.00,2026-06-22T00:00:00Z
annotator_3,Blake Lively_003,Hirose Suzu_004,1.00,2026-06-22T00:00:00Z
annotator_3,Aoi Yu_002,Gisele Bunchen_003,1.00,2026-06-22T00:00:00Z
annotator_3,Kim Ji Won_004,Kudo Mio_004,1.00,2026-06-22T00:00:00Z
annotator_3,Anya Taylor Joy_002,Chu Lâm_000,1.00,2026-06-22T00:00:00Z
annotator_3,Anna Chipovskaya_000,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_3,Lee Ye bin_000,Wakana Matsumoto_000,1.00,2026-06-22T00:00:00Z
annotator_3,Chu Lâm_000,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_3,Aoi Yu_002,Lý Thấm_002,1.00,2026-06-22T00:00:00Z
annotator_3,Deva Cassel_001,Vạn Thiến_001,1.00,2026-06-22T00:00:00Z
annotator_3,Diana Frances Spencer_003,Winona Ryder_002,1.00,2026-06-22T00:00:00Z
annotator_3,Aoi Yu_002,Natsukawa Yui_003,1.00,2026-06-22T00:00:00Z
annotator_3,Gisele Bunchen_003,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_3,Anya Taylor Joy_002,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_3,Lee Ye bin_000,Song Hye-kyo_002,1.00,2026-06-22T00:00:00Z
annotator_3,Aoi Yu_002,Riho Takada_001,1.00,2026-06-22T00:00:00Z
annotator_3,Alexandra Daddario_004,Hashimoto Kana_000,1.00,2026-06-22T00:00:00Z
annotator_3,Kim Claudia_001,Lynne Frederick_000,1.00,2026-06-22T00:00:00Z
annotator_3,Chu Lâm_000,Phương Lôi_001,1.00,2026-06-22T00:00:00Z
annotator_3,Anya Taylor Joy_002,Kudo Mio_004,1.00,2026-06-22T00:00:00Z
annotator_3,Aoi Yu_002,Hirose Suzu_004,1.00,2026-06-22T00:00:00Z
annotator_3,Chu Lâm_000,Kim Claudia_001,1.00,2026-06-22T00:00:00Z
annotator_3,Deva Cassel_001,Natsukawa Yui_003,1.00,2026-06-22T00:00:00Z
annotator_3,Chu Lâm_000,Lynne Frederick_000,1.00,2026-06-22T00:00:00Z
annotator_3,Chu Lâm_000,Tina Tamshiro_001,1.00,2026-06-22T00:00:00Z
annotator_3,Dương Mịch_000,Hirose Suzu_004,1.00,2026-06-22T00:00:00Z
annotator_3,Anna Chipovskaya_000,Aoi Yu_002,1.00,2026-06-22T00:00:00Z
annotator_3,Diana Frances Spencer_003,Yui Asakura_003,1.00,2026-06-22T00:00:00Z
annotator_3,Diana Frances Spencer_003,Kim Tae Hee_001,1.00,2026-06-22T00:00:00Z
annotator_3,Châu Huệ Mẫn_000,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_3,Asuka Saito_001,Lee Ye bin_000,1.00,2026-06-22T00:00:00Z
annotator_3,Hirose Suzu_004,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_3,Diệp Toàn Chân_001,Lưu Hạo Tồn_004,1.00,2026-06-22T00:00:00Z
annotator_3,Diệp Toàn Chân_001,Natsukawa Yui_003,1.00,2026-06-22T00:00:00Z
annotator_3,Phương Lôi_001,Trương Mẫn_001,1.00,2026-06-22T00:00:00Z
annotator_3,Hashimoto Kana_000,Natsukawa Yui_003,1.05,2026-06-22T00:00:00Z
annotator_3,Phương Lôi_001,Quan Hiểu Đồng_003,1.00,2026-06-22T00:00:00Z
annotator_3,Anna Chipovskaya_000,Phương Lôi_001,1.00,2026-06-22T00:00:00Z
annotator_3,Diệp Toàn Chân_001,Quan Hiểu Đồng_003,1.00,2026-06-22T00:00:00Z
annotator_3,Anya Taylor Joy_002,Thầm Nguyệt_003,1.00,2026-06-22T00:00:00Z
annotator_3,Chu Lâm_000,Diệp Toàn Chân_001,1.00,2026-06-22T00:00:00Z
annotator_3,Deva Cassel_001,Trương Mẫn_001,1.00,2026-06-22T00:00:00Z
annotator_3,Dương Mịch_000,Lily Collins_000,1.00,2026-06-22T00:00:00Z
annotator_3,Thu Hà_001,Đồng Lệ Á_001,1.00,2026-06-22T00:00:00Z
annotator_3,Hashimoto Kana_000,Tưởng Cần Cần_002,1.00,2026-06-22T00:00:00Z
annotator_3,Lý Thấm_002,Thu Hà_001,1.00,2026-06-22T00:00:00Z
annotator_3,Aoi Yu_002,Kim Claudia_001,1.00,2026-06-22T00:00:00Z
annotator_3,Natsukawa Yui_003,Tưởng Hân_001,1.00,2026-06-22T00:00:00Z
annotator_3,Blake Lively_003,Châu Huệ Mẫn_000,1.00,2026-06-22T00:00:00Z
